djentelmen	джентельмен
kalsefob	кальцефоб
mobılızasıalan	мобилизациялан
steroıdty	стероидты
madár	мадьяр
leıborıs	лейборист
sıonıstiń	сионистің
tuhmat	тұһмат
beshamel	бешамель
ólkasyz	ёлкасыз
konvertasıalaý	конвертациялау
ımpúlster	импульстер
bıoenergetıka	биоэнергетика
gılozoızm	гилозоизм
urǵuchy	ұрғұчы
gorızontal	горизонталь
oportýnıstiń	оппортунистің
varıasıalaný	вариациялану
charttar	чарттар
búvet	бювет
etnopsıhologıa	этнопсихология
akvarel	акварель
syıaqy	сыйақы
esqatologıa	эсхатология
kavıtasıa	кавитация
yhtıar	ыхтиар
áchi-tushy	әтчі-тұщы
tútor	тьютор
ajdahadaı	аждаһадай
kabelder	кабельдер
chaharaına	чаһарайна
chaǵylý	чағылу
ásireıslamshyl	әсіреисламшыл
asımılásıala	ассимиляцияла
akkomodasıa	аккомодация
ıafsady	иафсады
akordty	аккордты
haıbat	һайбат
kónkımen	конькимен
valıým	валиум
galúsınasıalyq	галлюцинациялық
ıalǵuz	иалғұз
ShJJ	ШЖЖ
kúmirah	күміраһ
reaksıasy	реакциясы
aýksıondyq	аукциондық
bıologıcheskaıa	биологическая
ımbesıldik	имбецильдік
ıýbylady	иубылады
mıllıardtaı	миллиардтай
dúbel	дюбель
qychylady	қычылады
alvekokoz	альвекоккоз
charýaq	чаруақ
noktúrn	ноктюрн
materıaldary	материалдары
krıstıan	кристиан
matrýchke	матручке
chyljyraý	чылжырау
glosematıka	глоссематика
taıańu	тайаңұ
uıatty	ұиатты
ShYU	ШЫҰ
ınternasıonaldaý	интернационалдау
kanoeshy	каноэшы
dıateksıs	диатексис
kálkýlásıasy	калькуляциясы
komensalızm	комменсализм
resıdıvısti	рецидивисті
lústrasıa	люстрация
kapıllárlyq	капиллярлық
churqyltaı	чұрқылтай
kadrıl	кадриль
konstatasıa	констатация
revolúsıonerlik	революционерлік
pýrısti	пуристі
súıúnchi	сүйүнчі
termokarstar	термокарстар
sıtolog	цитолог
bemól	бемоль
masqara	масхара
býl-fınısh	буль-финиш
dıspecherlik	диспетчерлік
pıanıno	пианино
reıtıń	рейтинг
koleksıa	коллекция
abolısıa	аболиция
chekildýik	чекілдуік
karer	карьер
hechnámerse	һечнәмерсе
plasebo-effekt	плацебо-эффект
formasıalyq	формациялық
mıllıard	миллиард
dıalektıkasy	диалектикасы
tenısshi	теннисші
alfenol	альфенол
beletrıster	беллетристер
hýfııat	хуфийат
proteın	протеин
sıstıt	цистит
abýdııt	абудйит
múltıplıkasıa	мультипликация
dıalogıaly	диалогиялы
ıaılady	иайлады
ınterpolásıalyq	интерполяциялық
ShTOQ	ШТОҚ
pýdıń	пудинг
phesol	пхэсоль
refraksıa	рефракция
trıatlonshy	триатлоншы
fotoobektıv	фотообъектив
álternat	альтернат
medıateka	медиатека
ıalfatty	иалфатты
ıashurǵan	иашұрған
konsentrasıalan	концентрациялан
memorıal	мемориал
kvıtansıa	квитанция
absolútızm	абсолютизм
avtorızasıalandyrý	авторизацияландыру
kardıogramlyq	кардиограммалық
ıhtıqat	иһтиқат
týnelder	туннельдер
jahandanýy	жаһандануы
výlkanızasıala	вулканизацияла
ıadzaǵlyq	иадзағлық
hıqaıat	хиқайат
RJSShM	РЖСШМ
ammonıı	аммонии
etalony	эталоны
chilińgir	чіліңгір
aksept	акцепт
demodýlátor	демодулятор
roıalıs	роялист
aktıvızasıalaý	активизациялау
krımınalıster	криминалистер
ós	ось
alpınıadalar	альпиниадалар
ınklúzıvtilik	инклюзивтілік
kompúterlendirý	компьютерлендіру
ferobalqytý	ферробалқыту
opıstoseld	опистоцельд
mýshahada	мушаһада
ıassaýı	яссауи
kalendarlyq	календарьлық
dýnııaýı	дунйиауи
tup-tushshy	тұп-тұщы
asınýsy	ацинусы
obektıvtik	объективтік
bıosenoz	биоценоз
ýchaske	учаске
quıaslyr	құйаслыр
apelásıa	апелляция
ıandurdy	иандұрды
zarádtaý	зарядтау
zarád	заряд
chyǵarǵa	чығарға
klırıńi	клирингі
aeronomıa	аэрономия
aerograf	аэрограф
mıllıardta	миллиардта
medal	медаль
qysruttshy	қысрұттщы
gravúra	гравюра
ınstansıa	инстанция
shahjıhan	шаһжиһан
prosent	процент
ıdealıs	идеалист
ıahshylyqdyn	иахшылықдын
ıaǵmalandy	иағмаланды
optımıster	оптимистер
bedvıll	бэдвилл
chabyrgah	чабыргах
chekıstiń	чекистің
nú-ıorktiń	нью-йорктің
prosentteı	проценттей
dıasetılen	диацетилен
asfahan	асфаһан
padshahlyqda	падшаһлықда
gabro-dıabaz	габбро-диабаз
flúger	флюгер
gvardees	гвардеец
galvanızasıa	гальванизация
dısertasıalardy	диссертацияларды
barmaqche	бармақче
rehlat	реһлат
eksedenti	эксцеденті
charqap	чарқап
bahramand	баһраманд
kasator	кассатор
mehnat	меһнат
bısıar	бисйар
amóba	амеба
zahchın	захчин
haptıek	һәптиек
jaıbaraqattysha	жайбарақаттыща
statá	статья
kvadrıpoldik	квадрйпольдік
neoensefalon	неоэнцефалон
obektıvtilik	объективтілік
krosıng	кроссинг
klassıfıkasıala	классификацияла
adıantým	адиантум
kalsefıl	кальцефил
marsııa	марсйиа
aerofototúsirim	аэрофототүсірім
tushshytý	тұщыту
gıperınflásıa	гиперинфляция
mýtasıalyq	мутациялық
domısıl	домициль
radıojýrnalısti	радиожурналисті
dıapozıtıv	диапозитив
ıýrbash	иурбаш
radıojýrnalıs	радиожурналист
búshinch	бүшінч
beletrıstıkalyq	беллетристикалық
qorchan	қорчан
sosıalızasıala	социализацияла
ıalfady	иалфады
tilmách	тілмәч
ınsýlt	инсульт
patrıarhaldyq	патриархалдық
klasısızm	классицизм
ólgúnche	өлгүнче
avtodıspecher	автодиспетчер
vıse-gýbernator	вице-губернатор
ımprovızasıa	импровизация
reıtıń-	рейтинг-
mashhýrat	машһурат
jıhazsyz	жиһазсыз
kastelánsha	кастелянша
tatána	татьяна
terasa	терраса
magıstral	магистраль
perforasıa	перфорация
jahıtshilik	жаһитшілік
ınformasıa	информация
sýlfoksıd	сульфоксид
ıapyshdy	иапышды
telýrıdter	теллуридтер
gımnazıstiń	гимназистің
venchýrlyq	венчурлық
bekgraýnd	бэкграунд
mataýajjeh	матауажжеһ
motokoláska	мотоколяска
avıabaılanys	авиабайланыс
sárýır	сәруир
tárbıa	тәрбиа
agroekologıalyq	агроэкологиялық
ıatǵurdy	иатғұрды
qychqyraıyn	қычқырайын
ASShK	АСШК
deformasıalan	деформациялан
federaldy	федеральды
badshah	бадшаһ
gıalındi	гиалинді
lıngvısıkasy	лингвистикасы
qahtylyq	қаһтылық
sanká	санкья
ekvılıbrıster	эквилибристер
chyqqan	чыққан
aksızden	акцизден
mıllıvolt	милливольт
marksıster	марксистер
ınterpolátor	интерполятор
reformısti	реформисті
ıatturdy	иаттұрды
radıýsy	радиусы
ashshyly-tushshyly	ащылы-тұщылы
makroevolúsıa	макроэволюция
chekıster	чекистер
gıperkalsıemıa	гиперкальциемия
alergologıalyq	аллергологиялық
ekú	экю
amfıbrahıı	амфибрахии
ıapýsha	иапуша
aqyıdy	ақыиды
skýlptýralyq	скульптуралық
hajran	һажран
panahı	панаһи
telekonferensıalar	телеконференциялар
dısımılásıalaný	диссимиляциялану
spektákl	спектакль
jasin	жасьін
bıadad	биадад
ajdahasha	аждаһаша
kostúm-shalbar	костюм-шалбар
troleıbýs	троллейбус
tahlıl	таһлил
latıfýndıster	латифундистер
etnografıalyq	этнографиялық
klırıńtik	клирингтік
eskadrılıa	эскадрилья
gospıtáldyq	госпитальдық
qablegah	қаблегаһ
kres	крест
eheles	еһелес
mohlaý	моһлау
gelıoenergetıka	гелиоэнергетика
demobılızasıalaný	демобилизациялану
askomısetter	аскомицеттер
defısıt	дефицит
reaksıalyq	реакциялық
tushshyla	тұщыла
sımmental	симменталь
jýrnalıser	журналистер
skrıpach	скрипач
modál	модаль
aktýaldandyrý	актуальдандыру
zarádta	зарядта
alegorlaý	аллегорлау
dúımdeı	дюймдей
mınımalıstiń	минималистің
monomısın	мономицин
ekfrasıs	экфрасис
nıtrıfıkasıa	нитрификация
kartochkasy	карточкасы
bálneologıa	бальнеология
pasıv	пассив
notarıaldyq	нотариалдық
eksproprıasıa	экспроприация
chatylady	чатылады
ıaǵmur	иағмұр
konfabýlásıa	конфабуляция
kalán	кальян
kartogram	картограмма
delúvıı	делювии
ıasylady	иасылады
ınjenerlik-avıasıalyq	инженерлік-авиациялық
ıýán	юань
gaploıd	гаплоид
ıodoform	йодоформ
orfogramdaý	орфограммалау
neıtralızasıa	нейтрализация
dıabaz	диабаз
IAQTTSh	ЯҚТТШ
pırotın	пирротин
modýlásıala	модуляцияла
adúnktýra	адъюнктура
avıazaýyt	авиазауыт
ınkýbasıala	инкубацияла
tórtúnchi	төртүнчі
reıtıńilik	рейтингілік
ınvarıanttylyq	инварианттылық
fantas	фантаст
alveokokoz	альвеококкоз
vegeterıandyq	вегетериандық
plúraldyq	плюралдық
fakúltet	факультет
deprıvasıa	депривация
